team_name,team_id,season,conference,conference_id,jersey,player,pos,yr,g,gs
Brevard Tornados,30094,2020,NA,NA,10,"Demcovich, Chris",D,Sr,0,0
Brevard Tornados,30094,2020,NA,NA,22,"Duffie, Sam",ATT,Jr,0,0
Brevard Tornados,30094,2020,NA,NA,27,"Ellen, Nate",FO,So,0,0
Brevard Tornados,30094,2020,NA,NA,1,"Francois, Evan",,Jr,0,0
Brevard Tornados,30094,2020,NA,NA,97,"Kokal, Robert",LSM,Jr,0,0
Brevard Tornados,30094,2020,NA,NA,35,"McCarragher, Devin",GK,So,0,0
Brevard Tornados,30094,2020,NA,NA,23,"Pratt, Sean",,Sr,0,0
Brevard Tornados,30094,2020,NA,NA,9,"Ramos, Daniel",,Jr,0,0
Brevard Tornados,30094,2020,NA,NA,4,"Trejo, Steve",M,So,0,0
Brevard Tornados,30094,2020,NA,NA,6,"Vacchiano, Joel",,Jr,0,0
Bryn Athyn Lions,30188,2014,NA,NA,24,"Adams, Ben",D,N/A,8,7
Bryn Athyn Lions,30188,2014,NA,NA,12,"Altman, Steve",,N/A,7,0
Bryn Athyn Lions,30188,2014,NA,NA,30,"Bartalini, Matt",M,N/A,2,2
Bryn Athyn Lions,30188,2014,NA,NA,13,"Bartalini, Matthew",D,N/A,8,6
Bryn Athyn Lions,30188,2014,NA,NA,25,"Cranch, Eric",M,N/A,9,4
Bryn Athyn Lions,30188,2014,NA,NA,21,"DalCortivo, David",,N/A,3,0
Bryn Athyn Lions,30188,2014,NA,NA,1,"Donnelly, Michael",,N/A,9,4
Bryn Athyn Lions,30188,2014,NA,NA,10,"Fetko, Nick",M,N/A,9,9
Bryn Athyn Lions,30188,2014,NA,NA,9,"Feyler, Sean",A,N/A,6,6
Bryn Athyn Lions,30188,2014,NA,NA,2,"Frazier, Luke",A,N/A,9,9
Bryn Athyn Lions,30188,2014,NA,NA,3,"Johnson, Terrence",,N/A,8,0
Bryn Athyn Lions,30188,2014,NA,NA,4,"Lopez, Nelson",,N/A,7,3
Bryn Athyn Lions,30188,2014,NA,NA,7,"McCurdy, Travis",M,N/A,9,6
Bryn Athyn Lions,30188,2014,NA,NA,11,"Moran, Robert",G,N/A,9,9
Bryn Athyn Lions,30188,2014,NA,NA,18,"Mulhern, DJ",,N/A,3,0
Bryn Athyn Lions,30188,2014,NA,NA,14,"Ragan, Kieran",A,N/A,8,6
Bryn Athyn Lions,30188,2014,NA,NA,15,"Rogers, Colin",,N/A,7,4
Bryn Athyn Lions,30188,2014,NA,NA,17,"Roscioli, Dylan",D,N/A,9,9
Bryn Athyn Lions,30188,2014,NA,NA,23,"Silvers, Ben",,N/A,6,0
Bryn Athyn Lions,30188,2014,NA,NA,8,"Strange, Mark",,N/A,8,3
Bryn Athyn Lions,30188,2014,NA,NA,19,"Triesler, Daniel",,N/A,5,0
Bryn Athyn Lions,30188,2014,NA,NA,16,"Weissler, Ray",,N/A,0,0
Bryn Athyn Lions,30188,2014,NA,NA,6,"Witmyer, Scott",,N/A,5,3
Dean Bulldogs,30219,2017,NA,NA,6,"Adams, Derick",,N/A,11,0
Dean Bulldogs,30219,2017,NA,NA,37,"Allard, Anthony",,N/A,3,0
Dean Bulldogs,30219,2017,NA,NA,31,"Anderson, Jake",G,N/A,12,12
Dean Bulldogs,30219,2017,NA,NA,8,"Auger, Justin",,N/A,11,0
Dean Bulldogs,30219,2017,NA,NA,2,"Bennett, Justin",,N/A,5,0
Dean Bulldogs,30219,2017,NA,NA,14,"Burcoff, Nathaniel",,N/A,7,0
Dean Bulldogs,30219,2017,NA,NA,16,"Carr, Aidan",D,N/A,12,12
Dean Bulldogs,30219,2017,NA,NA,15,"Cirillo, Anthony",,N/A,9,0
Dean Bulldogs,30219,2017,NA,NA,21,"Cugini, Gianni",,N/A,3,0
Dean Bulldogs,30219,2017,NA,NA,12,"Demoranville, Ethan",,N/A,6,0
Dean Bulldogs,30219,2017,NA,NA,20,"Fredericks, Brody",,N/A,11,6
Dean Bulldogs,30219,2017,NA,NA,22,"Gannon, Sean",,N/A,1,0
Dean Bulldogs,30219,2017,NA,NA,40,"Gurnari, Francesco",,N/A,3,0
Dean Bulldogs,30219,2017,NA,NA,34,"Hinrichs, Colin",A,N/A,12,11
Dean Bulldogs,30219,2017,NA,NA,7,"Johnston, Rob",,N/A,10,1
Dean Bulldogs,30219,2017,NA,NA,5,"Jordan, Juniel",,N/A,11,0
Dean Bulldogs,30219,2017,NA,NA,1,"Kydes, Andrew",M,N/A,12,12
Dean Bulldogs,30219,2017,NA,NA,18,"Lovely, Jimmy",M,N/A,12,12
Dean Bulldogs,30219,2017,NA,NA,29,"Luiz, Khyrstyeon",,N/A,2,0
Dean Bulldogs,30219,2017,NA,NA,35,"Olsen, Madison",,N/A,4,0
Dean Bulldogs,30219,2017,NA,NA,25,"Orozco, Timothy",,N/A,10,2
Dean Bulldogs,30219,2017,NA,NA,24,"Patrizzo, Michael",,N/A,9,0
Dean Bulldogs,30219,2017,NA,NA,23,"Pena, Michael",,N/A,2,0
Dean Bulldogs,30219,2017,NA,NA,10,"Poignant, Dillon",,N/A,3,0
Dean Bulldogs,30219,2017,NA,NA,19,"Pucci, Kyle",,N/A,12,0
Dean Bulldogs,30219,2017,NA,NA,26,"Reel, Westley",D,N/A,12,12
Dean Bulldogs,30219,2017,NA,NA,4,"Richardson, Marcus",A,N/A,12,7
Dean Bulldogs,30219,2017,NA,NA,17,"Sikes, Ben",,N/A,12,0
Dean Bulldogs,30219,2017,NA,NA,27,"Townsend, Luke",D,N/A,11,10
Dean Bulldogs,30219,2017,NA,NA,9,"Trasacco, Anthony",A,N/A,11,11
Dean Bulldogs,30219,2017,NA,NA,30,"Walnut, Christopher",,N/A,6,0
Dean Bulldogs,30219,2017,NA,NA,13,"Woolard, Grant",D,N/A,12,12
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Arango, Josh",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Behan, Rob",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Blanchard, Colin",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Boucher, Stephen",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Breen, Henry",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Brown, Ryan",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Chenail, Keenan",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Collins, Brad",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Corriveau, Jon",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Coyle, Teague",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Ercole, Max",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Henault, Christian",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Hernandez, Alex",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Horan, Ed",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"J. Danforth, P",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Mansour, Chris",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Mccarthy, Patrick",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Noble, Caleb",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Norman-Lacroix, Luke",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Rivard, Nathan",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Sousa, Justin",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Stoddard-Imari, Kali",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Stout, Taylor",,Fr,0,0
NVU-Lyndon Hornets,30065,2010,North Atlantic,30026,,"Velez, Rick",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,12,"Benedict, Matt",,Fr,15,15
Roberts Wesleyan Redhawks,30150,2014,NA,NA,11,"Bermingham, Brady",,Fr,9,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,7,"Booker, London",,So,13,1
Roberts Wesleyan Redhawks,30150,2014,NA,NA,92,"Cianfarano, Dom",,So,15,15
Roberts Wesleyan Redhawks,30150,2014,NA,NA,6,"Cole, Shane",,So,5,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,20,"Cole, Andy",,Sr,12,1
Roberts Wesleyan Redhawks,30150,2014,NA,NA,22,"Crusha, Jordan",,Fr,12,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,41,"Davidson, Tim",,Sr,11,9
Roberts Wesleyan Redhawks,30150,2014,NA,NA,14,"DeClercq, Felix",,Jr,11,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,25,"Godin, Jarrett",,Fr,14,7
Roberts Wesleyan Redhawks,30150,2014,NA,NA,3,"Hamilton, Matt",,Sr,13,13
Roberts Wesleyan Redhawks,30150,2014,NA,NA,17,"Hardy, Chad",,Jr,5,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,2,"Hubert, Mike",,Fr,15,15
Roberts Wesleyan Redhawks,30150,2014,NA,NA,18,"Izyk, Chase",,Fr,15,1
Roberts Wesleyan Redhawks,30150,2014,NA,NA,99,"Keefer, Steve",,N/A,7,2
Roberts Wesleyan Redhawks,30150,2014,NA,NA,8,"Lewis, Cody",,So,11,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,19,"Marsh, Tyson",,Fr,7,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,99,"Marsh, Steve",,N/A,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,16,"Miller, Seth",,So,15,15
Roberts Wesleyan Redhawks,30150,2014,NA,NA,44,"Mirt, Jeff",,Sr,15,12
Roberts Wesleyan Redhawks,30150,2014,NA,NA,5,"Nucci Lauria, Anthony",,Jr,13,12
Roberts Wesleyan Redhawks,30150,2014,NA,NA,21,"Petit, Craig",,Jr,14,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,0,"Rhodes, Darnell",,Fr,7,1
Roberts Wesleyan Redhawks,30150,2014,NA,NA,23,"Smart, Logan",,So,15,15
Roberts Wesleyan Redhawks,30150,2014,NA,NA,9,"Tirabassi, Andrew",,So,1,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,15,"Wagner, Brandon",,Jr,5,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,34,"Williams, Alex",,Jr,15,14
Roberts Wesleyan Redhawks,30150,2014,NA,NA,1,"Wolak, Nick",,Jr,15,1
Roberts Wesleyan Redhawks,30150,2013,NA,NA,7,"Booker, London",,N/A,17,1
Roberts Wesleyan Redhawks,30150,2013,NA,NA,29,"Capps, Brett",A,Fr,17,14
Roberts Wesleyan Redhawks,30150,2013,NA,NA,10,"Cianfarano, Dom",A,N/A,17,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,20,"Cole, Andy",,Fr,14,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,6,"Cole, Shane",,N/A,10,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,22,"Cone, Sean",M,Fr,17,3
Roberts Wesleyan Redhawks,30150,2013,NA,NA,19,"Cornarie, Colin",A,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,41,"Davidson, Tim",,Fr,17,17
Roberts Wesleyan Redhawks,30150,2013,NA,NA,14,"DeClercq, Felix",,Fr,16,1
Roberts Wesleyan Redhawks,30150,2013,NA,NA,25,"Delmege, Andy",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,9,"Falazrano, Joe",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,4,"French, Jacob",,N/A,14,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,2,"Gray, Alex",,N/A,17,10
Roberts Wesleyan Redhawks,30150,2013,NA,NA,3,"Hamilton, Matt",GK,Fr,16,15
Roberts Wesleyan Redhawks,30150,2013,NA,NA,17,"Hardy, Chad",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,32,"Keehn, Keith",,N/A,9,2
Roberts Wesleyan Redhawks,30150,2013,NA,NA,0,"Kleehammer, Tyler",M,N/A,17,17
Roberts Wesleyan Redhawks,30150,2013,NA,NA,8,"Lewis, Cody",MF,N/A,15,1
Roberts Wesleyan Redhawks,30150,2013,NA,NA,18,"Macks, Rj",M,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,31,"Michael, David",,Fr,17,17
Roberts Wesleyan Redhawks,30150,2013,NA,NA,16,"Miller, Seth",M,N/A,17,10
Roberts Wesleyan Redhawks,30150,2013,NA,NA,44,"Mirt, Jeff",D,Fr,6,1
Roberts Wesleyan Redhawks,30150,2013,NA,NA,77,"Nash, Ian",D,N/A,15,13
Roberts Wesleyan Redhawks,30150,2013,NA,NA,5,"Nucci, Anthony",M,Fr,1,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,5,"Nucci Lauria, Anthony",M,N/A,16,15
Roberts Wesleyan Redhawks,30150,2013,NA,NA,21,"Petit, Craig",M,Fr,16,9
Roberts Wesleyan Redhawks,30150,2013,NA,NA,23,"Smart, Logan",,N/A,14,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,99,"Smith, David",M,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,9,"Tirabassi, Andrew",,N/A,11,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,40,"Troitter, Nick",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,15,"Wagner, Brandon",,Fr,11,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,34,"Williams, Alex",D,Fr,8,8
Roberts Wesleyan Redhawks,30150,2012,NA,NA,29,"Capps, Brett",A,N/A,9,8
Roberts Wesleyan Redhawks,30150,2012,NA,NA,20,"Cole, Andy",,N/A,3,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,22,"Cone, Sean",M,N/A,10,10
Roberts Wesleyan Redhawks,30150,2012,NA,NA,19,"Cornarie, Colin",A,N/A,8,8
Roberts Wesleyan Redhawks,30150,2012,NA,NA,41,"Davidson, Tim",,N/A,1,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,16,"DeClercq, Felix",,N/A,10,2
Roberts Wesleyan Redhawks,30150,2012,NA,NA,25,"Delmege, Andy",,N/A,10,2
Roberts Wesleyan Redhawks,30150,2012,NA,NA,9,"Falazrano, Joe",,N/A,8,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,3,"Hamilton, Matt",GK,N/A,10,10
Roberts Wesleyan Redhawks,30150,2012,NA,NA,17,"Hardy, Chad",,N/A,7,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,18,"Macks, Rj",M,N/A,10,8
Roberts Wesleyan Redhawks,30150,2012,NA,NA,31,"Michael, David",,N/A,10,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,44,"Mirt, Jeff",D,N/A,10,10
Roberts Wesleyan Redhawks,30150,2012,NA,NA,5,"Nucci, Anthony",M,N/A,10,10
Roberts Wesleyan Redhawks,30150,2012,NA,NA,21,"Petit, Craig",M,N/A,10,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,99,"Smith, David",M,N/A,10,10
Roberts Wesleyan Redhawks,30150,2012,NA,NA,40,"Troitter, Nick",,N/A,6,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,15,"Wagner, Brandon",,N/A,10,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,34,"Williams, Alex",D,N/A,5,4
Shorter Hawks,30151,2014,NA,NA,3,"Baird, Ryan",,So,5,1
Shorter Hawks,30151,2014,NA,NA,10,"Bora, Brandon",,So,0,0
Shorter Hawks,30151,2014,NA,NA,15,"Bradford, Tyler",LSM,So,14,12
Shorter Hawks,30151,2014,NA,NA,22,"Brinson, Ken",D,Fr,0,0
Shorter Hawks,30151,2014,NA,NA,24,"Butz, Jordan",M,So,14,1
Shorter Hawks,30151,2014,NA,NA,13,"Carson, Erik",GK,So,0,0
Shorter Hawks,30151,2014,NA,NA,13,"Coates, Jordan",,N/A,13,2
Shorter Hawks,30151,2014,NA,NA,12,"Currier, Jack",,Fr,12,6
Shorter Hawks,30151,2014,NA,NA,21,"Dangel, Scott",M,So,13,0
Shorter Hawks,30151,2014,NA,NA,1,"Dirkse, Zachery",,Fr,14,11
Shorter Hawks,30151,2014,NA,NA,32,"Eason, Matthew",,So,0,0
Shorter Hawks,30151,2014,NA,NA,17,"Ellis, Cody",,So,8,0
Shorter Hawks,30151,2014,NA,NA,30,"Ewers, Andrew",,Fr,2,0
Shorter Hawks,30151,2014,NA,NA,19,"Farley, Darchele",,N/A,1,0
Shorter Hawks,30151,2014,NA,NA,7,"Feeley, Sean",M,So,0,0
Shorter Hawks,30151,2014,NA,NA,36,"Foy, Patrick",A,Fr,0,0
Shorter Hawks,30151,2014,NA,NA,1,"Hanson, Kolby",D,So,0,0
Shorter Hawks,30151,2014,NA,NA,34,"Hinds, Jarrad",,So,0,0
Shorter Hawks,30151,2014,NA,NA,3,"Janes, Ben",,So,8,0
Shorter Hawks,30151,2014,NA,NA,34,"Jordan, Cole",D,Fr,8,0
Shorter Hawks,30151,2014,NA,NA,5,"King, Andrew",M,Fr,14,5
Shorter Hawks,30151,2014,NA,NA,23,"Kristiansen, Matt",,So,14,11
Shorter Hawks,30151,2014,NA,NA,29,"Kristiansen, Tyler",,Fr,13,7
Shorter Hawks,30151,2014,NA,NA,13,"Lohrengel, Nathan",,Fr,10,1
Shorter Hawks,30151,2014,NA,NA,26,"Lutes, Brandon",,N/A,6,0
Shorter Hawks,30151,2014,NA,NA,32,"Lyons, Sam",,N/A,4,0
Shorter Hawks,30151,2014,NA,NA,19,"Malinowski, Alex",,N/A,1,0
Shorter Hawks,30151,2014,NA,NA,6,"Matthews, Michael",D,So,0,0
Shorter Hawks,30151,2014,NA,NA,26,"McDowell, Mike",,Fr,0,0
Shorter Hawks,30151,2014,NA,NA,38,"Morris, Kyle",M,So,14,3
Shorter Hawks,30151,2014,NA,NA,14,"Myerson, Michael",,Fr,14,1
Shorter Hawks,30151,2014,NA,NA,28,"Paul, Jon",,N/A,10,0
Shorter Hawks,30151,2014,NA,NA,5,"Phillips, Joshua",D,So,0,0
Shorter Hawks,30151,2014,NA,NA,19,"Rodgers, Hunter",,So,0,0
Shorter Hawks,30151,2014,NA,NA,10,"Santry, Michael",D,Fr,14,13
Shorter Hawks,30151,2014,NA,NA,36,"Schott, Tyler",,N/A,14,8
Shorter Hawks,30151,2014,NA,NA,33,"Short, Tanner",,N/A,5,2
Shorter Hawks,30151,2014,NA,NA,6,"Skinner, Joshua",,Fr,14,1
Shorter Hawks,30151,2014,NA,NA,20,"Stanfill, Stephan",,So,1,0
Shorter Hawks,30151,2014,NA,NA,8,"Van Kauwenberg, Kyle",A,So,14,13
Shorter Hawks,30151,2014,NA,NA,2,"VandenBrink, James",A,Fr,13,8
Shorter Hawks,30151,2014,NA,NA,7,"Wacaser, Gus",,Fr,1,0
Shorter Hawks,30151,2014,NA,NA,25,"Weise, Brandon",,Fr,2,0
Shorter Hawks,30151,2014,NA,NA,27,"Wenzel, Spencer",,N/A,7,0
Shorter Hawks,30151,2014,NA,NA,27,"Wilkie, Caleb",,So,0,0
Shorter Hawks,30151,2014,NA,NA,23,"Willers, J.R.",G,Fr,13,11
Shorter Hawks,30151,2014,NA,NA,11,"Williams, Michael",D,Fr,14,13
Shorter Hawks,30151,2013,NA,NA,3,"Baird, Ryan",,Fr,4,0
Shorter Hawks,30151,2013,NA,NA,10,"Bora, Brandon",,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,15,"Bradford, Tyler",LSM,Fr,11,9
Shorter Hawks,30151,2013,NA,NA,22,"Brinson, Ken",D,N/A,11,9
Shorter Hawks,30151,2013,NA,NA,24,"Butz, Jordan",M,Fr,13,4
Shorter Hawks,30151,2013,NA,NA,13,"Carson, Erik",GK,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,12,"Currier, Jack",,N/A,4,0
Shorter Hawks,30151,2013,NA,NA,21,"Dangel, Scott",M,Fr,13,2
Shorter Hawks,30151,2013,NA,NA,1,"Dirkse, Zachery",,N/A,11,7
Shorter Hawks,30151,2013,NA,NA,32,"Eason, Matthew",,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,17,"Ellis, Cody",,Fr,4,0
Shorter Hawks,30151,2013,NA,NA,30,"Ewers, Andrew",,N/A,1,0
Shorter Hawks,30151,2013,NA,NA,7,"Feeley, Sean",M,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,36,"Foy, Patrick",A,N/A,5,5
Shorter Hawks,30151,2013,NA,NA,1,"Hanson, Kolby",D,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,34,"Hinds, Jarrad",,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,3,"Janes, Ben",,Fr,13,2
Shorter Hawks,30151,2013,NA,NA,34,"Jordan, Cole",D,N/A,4,2
Shorter Hawks,30151,2013,NA,NA,5,"King, Andrew",M,N/A,13,7
Shorter Hawks,30151,2013,NA,NA,23,"Kristiansen, Matt",,Fr,11,10
Shorter Hawks,30151,2013,NA,NA,29,"Kristiansen, Tyler",,N/A,13,5
Shorter Hawks,30151,2013,NA,NA,13,"Lohrengel, Nathan",,N/A,1,0
Shorter Hawks,30151,2013,NA,NA,6,"Matthews, Michael",D,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,26,"McDowell, Mike",,N/A,2,0
Shorter Hawks,30151,2013,NA,NA,38,"Morris, Kyle",M,Fr,13,0
Shorter Hawks,30151,2013,NA,NA,14,"Myerson, Michael",,N/A,13,1
Shorter Hawks,30151,2013,NA,NA,5,"Phillips, Joshua",D,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,19,"Rodgers, Hunter",,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,10,"Santry, Michael",D,N/A,13,13
Shorter Hawks,30151,2013,NA,NA,6,"Skinner, Joshua",,N/A,13,3
Shorter Hawks,30151,2013,NA,NA,20,"Stanfill, Stephan",,Fr,12,0
Shorter Hawks,30151,2013,NA,NA,8,"Van Kauwenberg, Kyle",A,Fr,13,13
Shorter Hawks,30151,2013,NA,NA,2,"VandenBrink, James",A,N/A,13,13
Shorter Hawks,30151,2013,NA,NA,7,"Wacaser, Gus",,N/A,4,0
Shorter Hawks,30151,2013,NA,NA,25,"Weise, Brandon",,N/A,1,0
Shorter Hawks,30151,2013,NA,NA,27,"Wilkie, Caleb",,Fr,0,0
Shorter Hawks,30151,2013,NA,NA,23,"Willers, J.R.",G,N/A,13,13
Shorter Hawks,30151,2013,NA,NA,11,"Williams, Michael",D,N/A,13,11
Shorter Hawks,30151,2012,NA,NA,12,"12, Player",,N/A,1,0
Shorter Hawks,30151,2012,NA,NA,25,"25, Player",,N/A,1,0
Shorter Hawks,30151,2012,NA,NA,9,"9, Player",,N/A,1,0
Shorter Hawks,30151,2012,NA,NA,3,"Baird, Ryan",,N/A,11,1
Shorter Hawks,30151,2012,NA,NA,10,"Bora, Brandon",,N/A,3,1
Shorter Hawks,30151,2012,NA,NA,15,"Bradford, Tyler",LSM,N/A,13,12
