team_id,team_name
929,Adams St. Grizzlies
3,Adelphi Panthers
4,Adrian Bulldogs
2798,Albertus Magnus Falcons
15,Albion Britons
16,Albright Lions
934,Alderson Broaddus Battlers
18,Alfred Saxons
19,Allegheny Gators
21,Alma Scots
938,Alvernia Golden Wolves
22,American Int'l Yellow Jackets
24,Amherst Mammoths
939,Anderson (IN) Ravens
13028,Anderson (SC) Trojans
26,Anna Maria AMCATS
966,Arcadia Knights
36,Assumption Greyhounds
40,Augustana (IL) Vikings
42,Aurora Spartans
44,Averett Cougars
45,Babson Beavers
46,Baldwin Wallace Yellow Jackets
15646,Barton Bulldogs
50,Bates Bobcats
52,Bellarmine Knights
2683,Belmont Abbey Crusaders
53,Beloit Buccaneers
296,Benedictine (IL) Eagles
56,Bentley Falcons
973,Berry Vikings
59,Bethany (WV) Bison
62,Binghamton Bearcats
28593,Birmingham-So. Panthers
68,Boston U. Terriers
69,Bowdoin Polar Bears
30094,Brevard Tornados
75,Bridgewater (VA) Eagles
80,Brown Bears
81,Bryant Bulldogs
30188,Bryn Athyn Lions
83,Bucknell Bison
88,Cabrini Cavaliers
1305,Cairn Highlanders
995,Caldwell Cougars
114,Calvin Knights
116,Canisius Golden Griffins
117,Capital Comets
120,Carroll (WI) Pioneers
121,Carthage Firebirds
123,Castleton Spartans
1001,Catawba Catawba Indians
124,Catholic Cardinals
23624,Cazenovia Wildcats
125,Centenary (LA) Gents
12884,Centenary (NJ) Cyclones
132,Centre Colonels
10972,Chatham Cougars
21323,Chestnut Hill Griffins
8875,Chowan Hawks
139,Chris. Newport Captains
145,Clark (MA) Cougars
146,Clarkson Golden Knights
148,Cleveland St. Vikings
1023,Coker Cobras
151,Colby Mules
153,Colgate Raiders
451,CMSV Dolphins
285,Holy Cross Crusaders
154,Colorado Col. Tigers
11416,Colorado Mesa Mavericks
2720,CSU Pueblo ThunderWolves
160,Concordia Chicago Cougars
1036,Concordia Wisconsin Falcons
163,Connecticut Col. Camels
166,Cornell College Rams
167,Cornell Big Red
170,Curry Colonels
1059,D'Youville Saints
172,Dartmouth Big Green
30221,Davenport Panthers
174,Davis & Elkins Senators
30219,Dean Bulldogs
179,Delaware Valley Aggies
182,Denison Big Red
177,DePauw Tigers
20,DeSales Bulldogs
185,Dickinson Red Devils
8956,Dominican (NY) Chargers
190,Drew Rangers
191,Drexel Dragons
193,Duke Blue Devils
195,Earlham Quakers
200,Eastern Conn. St. Warriors
1064,Eastern Nazarene Lions
8968,Eastern Eagles
1066,Edgewood Eagles
211,Elizabethtown Blue Jays
212,Elmhurst Bluejays
9680,Embry-Riddle (FL) Eagles
214,Emerson Lions
30193,Emmanuel (GA) Lions
215,Emmanuel (MA) Saints
8981,Endicott Gulls
220,Fairfield Stags
221,FDU-Florham Devils
27892,Farmingdale St. Rams
23157,Felician Golden Falcons
225,Ferrum Panthers
30092,Flagler Saints
230,Florida Tech Panthers
233,Fla. Southern Moccasins
30069,Franciscan Barons
239,Franklin & Marshall Diplomats
241,Franklin Pierce Ravens
243,Frostburg St. Bobcats
251,Georgetown Hoyas
9004,Georgian Court Lions
258,Gettysburg Bullets
1099,Gordon Fighting Scots
1467,Goucher Gophers
263,Greensboro Greensboro Pride
265,Grove City Wolverines
1112,Guilford Quakers
12399,Gwynedd Mercy Griffins
267,Hamilton Continentals
269,Hampden-Sydney Tigers
270,Hampton Pirates
1115,Hanover Panthers
273,Hartwick Hawks
275,Harvard Crimson
276,Haverford Fords
278,Heidelberg The Student Prince
1124,Hendrix Warriors
19651,High Point Panthers
8398,Hilbert Hawks
281,Hiram Terriers
282,Hobart Statesmen
283,Hofstra Pride
8404,Hood Blazers
286,Hope Flying Dutchmen
1130,Huntingdon Hawks
1133,Husson Eagles
30172,IIT Scarlet Hawks
300,Ill. Wesleyan Titans
303,Immaculata Mighty Macs
313,Ithaca Bombers
316,Jacksonville Dolphins
320,John Carroll Blue Streaks
322,Johns Hopkins Blue Jays
22626,JWU (Providence) Wildcats
325,Juniata Eagles
326,Kalamazoo Hornets
329,Kean Cougars
330,Keene St. Owls
335,Kenyon Lords
1159,Keuka Wolves
30047,Keystone Giants
336,King's (PA) Monarchs
1163,La Roche Redhawks
342,Lafayette Leopards
1162,LaGrange Panthers
2746,Lake Erie Storm
344,Lake Forest Foresters
1167,Lander Bearcats
8486,Lasell Lasers
349,Le Moyne Dolphins
351,Lebanon Valley Flying Dutchmen
13302,Lees-McRae Bobcats
352,Lehigh Mountain Hawks
1170,Lenoir-Rhyne Bears
354,Lewis Flyers
1174,Limestone Saints
1176,Lincoln Memorial Railsplitters
30136,Lindenwood Lions
361,LIU Sharks
369,Loyola Maryland Greyhounds
373,Lycoming Warriors
20794,Lynn Fighting Knights
378,Maine Maritime Mariners
30137,Malone Pioneers
381,Manhattan Jaspers
382,Manhattanville Valiants
1196,Marian (WI) Sabres
385,Marietta Pioneers
386,Marist Red Foxes
387,Marquette Golden Eagles
1199,Mars Hill Lions
394,Marymount (VA) Saints
395,Maryville (MO) Saints
397,Marywood Pacers
486,MCLA Trailblazers
398,MIT Engineers
399,Mass. Maritime Buccaneers
773,McDaniel Green Terror
23725,Medaille Mavericks
406,Mercer Bears
407,Mercy Mavericks
408,Mercyhurst Lakers
410,Merrimack Warriors
411,Messiah Falcons
412,Methodist Monarchs
420,Middlebury Panthers
20220,MSOE Raiders
16142,Misericordia Cougars
30042,Mitchell Mariners
437,Molloy Lions
438,Monmouth (IL) Fighting Scots
439,Monmouth Hawks
442,Montclair St. Red Hawks
443,Moravian Greyhounds
1468,Mt. St. Mary (NY) Knights
8567,Mt. St. Joseph Lions
450,Mount St. Mary's Mountaineers
453,Muhlenberg Mules
455,Muskingum Fighting Muskies
461,Nazareth Golden Flyers
1254,Neumann Knights
467,New England Col. Pilgrims
471,NJIT Highlanders
1257,Newberry Wolves
484,Nichols Bison
492,North Central (IL) Cardinals
9223,North Greenville Crusaders
30065,NVU-Lyndon Hornets
1267,Northland Lumberjacks
511,Norwich Cadets
515,Oberlin Yeomen
2713,Oglethorpe Stormy Petrels
517,Ohio Northern Polar Bears
520,Ohio Wesleyan Battling Bishops
531,Otterbein Cardinals
533,Pace Setters
30045,Palm Beach Atl. Sailfish
30190,Penn College 
539,Penn St. Nittany Lions
542,Pfeiffer Falcons
21830,Piedmont Lions
547,Plattsburgh St. Cardinals
548,Plymouth St. Panthers
1318,Post Eagles
554,Princeton Tigers
556,Providence Friars
30029,Purchase Panthers
11504,Queens (NC) Royals
561,Quincy Hawks
562,Quinnipiac Bobcats
566,Randolph WildCats
565,Randolph-Macon Yellow Jackets
569,Regis (MA) Pride
570,Rensselaer Engineers
573,Rhodes Lynx
18422,Rivier Raiders
578,Roanoke Maroons
579,Robert Morris Colonials
30150,Roberts Wesleyan Redhawks
580,RIT Tigers
1328,Rockhurst Hawks
583,Roger Williams Hawks
584,Rollins Tars
15882,Rosemont Ravens
11036,Russell Sage Gators
587,Rutgers Scarlet Knights
590,Sacred Heart Pioneers
593,St. Anselm Hawks
605,St. Joseph's (ME) Monks
606,Saint Joseph's Hawks
608,Saint Leo Lions
613,Saint Michael's Purple Knights
30064,Saint Vincent Bearcats
621,Salem St. Vikings
622,Salisbury Sea Gulls
623,Salve Regina Seahawks
30063,Seton Hill Griffins
637,Shenandoah Hornets
30151,Shorter Hawks
639,Siena Saints
642,Skidmore Thoroughbreds
468,Southern N.H. Penmen
30164,Southern Va. Knights
8746,Southwestern (TX) Pirates
23260,Spalding Golden Eagles
673,Springfield Pride
596,St. Bonaventure Bonnies
601,St. John Fisher Cardinals
603,St. John's (NY) Red Storm
1340,St. Joseph's (L.I.) Golden Eagles
607,St. Lawrence Saints
611,St. Mary's (MD) Seahawks
1348,St. Thomas Aquinas Spartans
78,SUNY Brockport Golden Eagles
30165,SUNY Canton Kangaroos (Roos)
30083,Cobleskill St. Fighting Tigers
168,SUNY Cortland Red Dragons
30225,SUNY Delhi Broncos
247,SUNY Geneseo Knights
30067,SUNY Morrisville Mustangs
475,SUNY New Paltz Hawks
526,SUNY Oneonta Red Dragons
530,Oswego St. Lakers
552,SUNY Potsdam Bears
478,SUNY Maritime Privateers
9500,SUNY Poly Wildcats
679,Stevens Ducks
21852,Stevenson Mustangs
681,Stockton Ospreys
683,Stony Brook Seawolves
685,Susquehanna River Hawks
686,Swarthmore Garnet
688,Syracuse Orange
1347,Saint Rose Golden Knights
807,Wooster Fighting Scots
518,Ohio St. Buckeyes
707,Thiel Tomcats
2758,Thomas (ME) Terriers
1402,Thomas More Saints
711,Towson Tigers
28749,Transylvania Pioneers
30037,Trine Thunder
713,Trinity (CT) Bantams
717,Tufts Jumbos
12830,Tusculum Pioneers
721,Air Force Falcons
722,Coast Guard Bears
724,Merchant Marine Mariners
725,Army West Point Black Knights
726,Navy Midshipmen
727,Union (NY) Dutchmen
14,UAlbany Great Danes
10,Alabama Huntsville Chargers
74,Bridgeport Purple Knights
180,Delaware Blue Hens
183,Denver Pioneers
184,Detroit Mercy Titans
192,Dubuque Spartans
272,Hartford Hawks
309,UIndy Greyhounds
374,Lynchburg Hornets
390,Mary Washington Eagles
391,UMBC Retrievers
392,"Maryland Terrapins, Terps"
401,UMass Boston Beacons
368,UMass Lowell River Hawks
400,Massachusetts Minutemen
418,Michigan Wolverines
1238,Montevallo Falcons
1245,Mount Olive Trojans
452,Mount Union Purple Raiders
1255,U New England Nor'easters
457,North Carolina Tar Heels
30031,Northwestern-St. Paul Eagles
513,Notre Dame Fighting Irish
540,Penn Quakers
575,Richmond Spiders
8687,Saint Joseph (CT) 
633,Scranton Royals
662,Southern Me. Huskies
689,Tampa Spartans
186,Dist. Columbia Firebirds
652,Sewanee Tigers
732,Utah Utes
738,Vermont Catamounts
746,Virginia Cavaliers
730,Ursinus Bears
733,Utica Pioneers
737,Vassar Brewers
739,Villanova Wildcats
741,VMI Keydets
745,Va. Wesleyan Marlins
747,Wabash Little Giants
748,Wagner Seahawks
30141,Walsh Cavaliers
30236,Warren Wilson Owls
751,Wash. & Jeff. Presidents
752,Wash. & Lee Generals
753,Washington Col. Shoremen
761,Wells Express
762,Wentworth Leopards
764,Wesleyan (CT) Cardinals
770,WestConn Wolves
775,Western New Eng. Golden Bears
1451,Westminster (PA) Titans
30209,Westminster (UT) Griffins
779,Wheaton (MA) Lyons
12799,Wheeling Cardinals
781,Whittier Poets
783,Widener Pride
784,Wilkes Colonels
30120,William Jewell Cardinals
17094,William Peace Pacers
789,Williams Ephs
1461,Wilmington (OH) Fightin' Quakers
1460,Wilmington (DE) Wildcats
1462,Wingate Bulldogs
806,Wittenberg Tigers
813,Yale Bulldogs
815,York (PA) Spartans
30154,Young Harris Mountain Lions